"상가업소번호","상호명","지점명","상권업종대분류코드","상권업종대분류명","상권업종중분류코드","상권업종중분류명","상권업종소분류코드","상권업종소분류명","표준산업분류코드","표준산업분류명","시도코드","시도명","시군구코드","시군구명","행정동코드","행정동명","법정동코드","법정동명","지번코드","대지구분코드","대지구분명","지번본번지","지번부번지","지번주소","도로명코드","도로명","건물본번지","건물부번지","건물관리번호","건물명","도로명주소","구우편번호","신우편번호","동정보","층정보","호정보","경도","위도"
"MA010120220801127483","아름솔약국","","G2","소매","G215","의약·화장품 소매","G21501","약국","G47811","의약품 및 의료용품 소매업","36","세종특별자치시","36110","세종특별자치시","36110530","아름동","3611011300","아름동","3611011300113600000","1","대지",1360,,"세종특별자치시 세종특별자치시 아름동 1360","361103258090","세종특별자치시 세종특별자치시 보듬3로",95,,"3611011300100980000000001","해피라움","세종특별자치시 세종특별자치시 보듬3로 95","339011","30100","","","",127.24891138949,36.5113880172092
"MA010120220806238011","파크랜드조치원","세종점","G2","소매","G209","섬유·의복·신발 소매","G20905","기타 의류 소매업","G47413","속옷 및 잠옷 소매업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025021","조치원읍","3611025021100030011","1","대지",3,11,"세종특별자치시 세종특별자치시 조치원읍 원리 3-11","361103258031","세종특별자치시 세종특별자치시 조치원읍 조치원로",25,1,"4473025021100030011037468","","세종특별자치시 세종특별자치시 조치원읍 조치원로 25-1","339883","30024","","1","",127.299674002267,36.6017193335638
"MA010120220808072770","리드인독서논술국어교실","","P1","교육","P105","일반 교육","P10501","입시·교과학원","P85501","일반 교과학원","36","세종특별자치시","36110","세종특별자치시","36110360","연서면","3611036033","연서면","3611036033102100012","1","대지",210,12,"세종특별자치시 세종특별자치시 연서면 봉암리 210-12","361103258005","세종특별자치시 세종특별자치시 연서면 당산로",357,,"4473032033102100012019548","","세종특별자치시 세종특별자치시 연서면 당산로 357","339813","30047","","","",127.282914935946,36.5634347020233
"MA010120220805869451","금강식당","","I2","음식","I201","한식","I20101","백반/한정식","I56111","한식 일반 음식점업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025022","조치원읍","3611025022101360000","1","대지",136,,"세종특별자치시 세종특별자치시 조치원읍 상리 136","361103258046","세종특별자치시 세종특별자치시 조치원읍 장안로",3,,"4473025022101360000034199","","세종특별자치시 세종특별자치시 조치원읍 장안로 3","339881","30026","","","",127.30156097392,36.6012459814559
"MA010120220805520824","윤즈샵","","S2","수리·개인","S207","이용·미용","S20702","피부 관리실","S96113","피부 미용업","36","세종특별자치시","36110","세종특별자치시","36110570","대평동","3611010400","대평동","3611010400106990000","1","대지",699,,"세종특별자치시 세종특별자치시 대평동 699","361102000002","세종특별자치시 세종특별자치시 한누리대로",2257,,"3611010400101420001000001","판타지타워","세종특별자치시 세종특별자치시 한누리대로 2257","339005","30153","","","",127.277998615873,36.4726101009768
"MA010120220812284504","카페아이갓에브리싱세종고용복지플러스","센터점","I2","음식","I212","비알코올 ","I21201","카페","I56221","커피 전문점","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025022","조치원읍","3611025022100960000","1","대지",96,,"세종특별자치시 세종특별자치시 조치원읍 상리 96","361104574518","세종특별자치시 세종특별자치시 조치원읍 터미널안길",60,,"3611025022100960000000001","세종고용복지플러스센터","세종특별자치시 세종특별자치시 조치원읍 터미널안길 60","339881","30026","","1","",127.303182691575,36.6015392429485
"MA010120220808913406","큰맘할매순대국세종국세청점","","I2","음식","I201","한식","I20102","국/탕/찌개류","I56111","한식 일반 음식점업","36","세종특별자치시","36110","세종특별자치시","36110518","나성동","3611010700","나성동","3611010700107500000","1","대지",750,,"세종특별자치시 세종특별자치시 나성동 750","361102000002","세종특별자치시 세종특별자치시 한누리대로",227,,"3611010700104550001000001","세종마루","세종특별자치시 세종특별자치시 한누리대로 227","339003","30127","","2","",127.258490686376,36.4848466275564
"MA010120220809886175","심통골","","I2","음식","I201","한식","I20101","백반/한정식","I56111","한식 일반 음식점업","36","세종특별자치시","36110","세종특별자치시","36110320","연동면","3611032023","연동면","3611032023101010009","1","대지",101,9,"세종특별자치시 세종특별자치시 연동면 명학리 101-9","361103258035","세종특별자치시 세종특별자치시 연동면 태산로",163,,"4473031025101010009000001","","세종특별자치시 세종특별자치시 연동면 태산로 163","339863","30067","","2","",127.355207659593,36.5207792017437
"MA010120220814321621","월하슈퍼","","G2","소매","G204","종합 소매","G20404","슈퍼마켓","G47129","기타 음ㆍ식료품 위주 종합 소매업","36","세종특별자치시","36110","세종특별자치시","36110360","연서면","3611036021","연서면","3611036021106520023","1","대지",652,23,"세종특별자치시 세종특별자치시 연서면 월하리 652-23","361104574427","세종특별자치시 세종특별자치시 연서면 월하1길",6,1,"4473032021106520023042029","","세종특별자치시 세종특별자치시 연서면 월하1길 6-1","339815","30049","","","",127.291228046652,36.5758594892783
"MA010120220805880137","이마트24전의","산단점","G2","소매","G204","종합 소매","G20405","편의점","G47122","체인화 편의점","36","세종특별자치시","36110","세종특별자치시","36110370","전의면","3611037027","전의면","3611037027107240000","1","대지",724,,"세종특별자치시 세종특별자치시 전의면 관정리 724","361103015052","세종특별자치시 세종특별자치시 전의면 왕의물로",254,,"3611037027107240000000001","상가","세종특별자치시 세종특별자치시 전의면 왕의물로 254","339851","30003","","1","",127.21038525837,36.7002871592918
